dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,proto,service,state,is_anomaly
0.003103,6,12,320,8824,5478.568929,31,29,688366.0625,20854656.0,1,4,0.529,0.233727,29.431024,16.641031,255,2648372159,510385634,255,0.000659,0.000529,0.00013,53,735,0,0,3,0,4,1,1,4,0,0,0,5,3,0,tcp,ftp-data,FIN,0
0.00489,18,18,4528,2456,7157.464239,31,29,6997137.0,3795501.0,7,7,0.269,0.258765,13.380913,0.339147,255,239135875,242254014,255,0.000621,0.000485,0.000136,252,136,0,0,4,0,3,1,1,2,0,0,0,2,3,0,tcp,-,FIN,0
0.00534,24,22,2158,2374,8426.966057,31,29,3099625.5,3396254.5,6,6,0.226818,0.227667,14.811454,12.695495,255,2507405285,2507716538,255,0.000667,0.000551,0.000116,90,108,0,0,7,0,2,1,1,1,0,0,0,5,5,0,tcp,-,FIN,0
0.001664,4,4,520,304,4206.730817,31,29,1875000.0,1096153.875,0,0,0.434,0.194667,0.607404,0.268229,0,0,0,0,0.0,0.0,0.0,130,76,0,0,7,0,2,1,1,2,0,0,0,2,12,0,udp,-,CON,0
0.02778,68,70,4014,59460,4931.60545,31,29,1138948.875,16878618.0,7,28,0.409955,0.400515,21.476006,21.435724,255,1488801119,3648930523,255,0.000668,0.000542,0.000126,59,849,0,0,7,0,1,1,1,1,0,0,0,6,3,0,tcp,-,FIN,0
1.180939,14,18,1684,10168,26.250298,31,29,10594.95898,65060.09375,3,5,90.814462,69.435118,8883.42408,7782.170649,255,1652795712,1653855580,255,0.000705,0.000538,0.000167,120,565,1,3924,1,0,8,1,1,1,0,0,1,2,4,0,tcp,http,FIN,0
0.721396,10,8,534,354,23.565419,254,252,5334.102051,3437.778809,2,1,75.352111,93.678141,4714.365238,146.529953,255,3046629925,1432886268,255,0.185767,0.065647,0.12012,53,44,0,0,3,1,1,1,1,3,0,0,0,1,4,0,tcp,-,FIN,0
0.843773,52,40,37210,3276,107.848911,31,29,346017.2188,30292.50781,18,8,16.537706,21.62218,2155.89798,74.780398,255,3281023595,3286244312,255,0.000629,0.000502,0.000127,716,82,0,0,1,0,1,1,1,1,0,0,0,1,1,0,tcp,smtp,FIN,0
1.102496,10,10,824,1356,17.233622,62,252,5384.146484,8859.895508,2,2,122.499556,99.607555,7604.957006,155.648234,255,2392907333,1506340522,255,0.234904,0.17401,0.060894,82,136,1,150,4,1,4,3,3,5,0,0,9,3,4,0,tcp,http,FIN,0
0.322428,8,12,424,8824,58.927887,31,29,9205.15625,200702.1875,1,4,46.013715,29.270364,2726.233305,2166.392974,255,645028123,1197552535,255,0.000577,0.000451,0.000126,53,735,0,0,1,0,5,1,1,2,0,0,0,6,1,0,tcp,ftp-data,FIN,0
0.01819,16,18,1540,1644,1814.183597,31,29,635074.1875,683012.625,4,4,1.192,1.042882,72.233549,2.129448,255,2700262547,555332735,255,0.000581,0.000458,0.000123,96,91,0,0,8,0,8,6,1,6,0,0,0,12,17,0,tcp,-,FIN,0
0.030707,122,126,7820,15306,8043.768568,31,29,2020646.75,3956101.25,30,32,0.253133,0.241704,15.790542,13.962843,255,1349985728,1351000142,255,0.000617,0.00049,0.000127,64,121,0,0,4,0,6,1,1,2,0,0,0,2,12,0,tcp,-,FIN,0
1.385917,10,8,534,354,12.266247,254,252,2776.501221,1789.428955,2,1,143.147222,190.936719,8576.357219,269.363625,255,4294081219,3654890022,255,0.164124,0.049351,0.114773,53,44,0,0,2,1,2,1,1,1,0,0,0,1,1,0,tcp,-,FIN,0
0.004674,4,4,568,312,1497.646491,31,29,729139.875,400513.4688,0,0,1.269667,1.041667,1.785682,1.462533,0,0,0,0,0.0,0.0,0.0,142,78,0,0,11,0,4,1,1,4,0,0,0,6,4,0,udp,-,CON,0
0.004554,4,4,568,320,1537.110159,31,29,748353.0625,421607.3438,0,0,1.181,1.023,1.649694,1.438255,0,0,0,0,0.0,0.0,0.0,142,80,0,0,10,0,4,1,1,3,0,0,0,2,7,0,udp,-,CON,0
1.011801,10,8,534,354,16.801723,254,252,3803.119385,2451.074951,2,1,112.422333,129.589711,6241.781056,254.845516,255,2169649134,2502133903,255,0.176127,0.08287,0.093257,53,44,0,0,4,1,1,1,1,3,0,0,0,2,3,0,tcp,-,FIN,0
8e-06,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,7,2,2,2,1,7,0,0,0,2,8,0,udp,-,INT,0
0.004713,18,18,3744,2456,7426.268088,31,29,6002122.0,3938044.0,7,7,0.259,0.244706,12.874536,0.323158,255,2007136624,2010367478,255,0.000695,0.00055,0.000145,208,136,0,0,5,0,3,1,1,3,0,0,0,3,7,0,tcp,-,FIN,0
1.174214,14,18,1684,10168,26.400639,31,29,10655.63867,65432.70703,3,5,90.297925,69.039176,9508.289558,8324.305186,255,992008919,3138392175,255,0.00068,0.000543,0.000137,120,565,1,3924,2,0,4,1,1,3,0,0,1,5,1,0,tcp,http,FIN,0
1.733216,16,14,2160,728,16.731901,254,252,9346.786133,3120.211182,5,3,114.312002,127.337,6727.507358,187.9805,255,889962286,3393160593,255,0.161262,0.077826,0.083436,135,52,0,0,1,1,1,1,1,1,0,0,0,1,1,0,tcp,-,FIN,0
0.018545,16,18,1540,1644,1779.45539,31,29,622917.25,669938.0,4,4,1.215133,1.130062,73.720399,2.313547,255,130687311,134910894,255,0.000579,0.000458,0.000121,96,91,0,0,7,0,6,4,1,4,0,0,0,6,17,0,tcp,-,FIN,0
0.900634,12,8,4658,354,21.09625,254,252,37928.83594,2753.615723,3,1,78.376089,117.659711,4850.551112,186.701703,255,1248309390,919766276,255,0.163283,0.077007,0.086276,388,44,0,0,3,1,1,1,1,3,0,0,0,2,2,0,tcp,-,FIN,0
1.190729,14,18,1684,10168,26.034471,31,29,10507.84863,64525.17578,3,5,91.568305,70.010706,8843.038406,7742.989011,255,2600885923,2715901635,255,0.000677,0.000543,0.000134,120,565,1,3924,3,0,3,1,1,2,0,0,1,2,3,0,tcp,http,FIN,0
0.51712,10,8,2530,354,32.874381,254,252,35225.86719,4795.791992,2,1,53.595111,65.462145,3635.556042,125.327062,255,2066147224,2701636299,255,0.110651,0.058877,0.051774,253,44,0,0,7,1,1,1,1,6,0,0,0,1,6,0,tcp,-,FIN,0
0.001032,2,2,146,178,2906.976908,31,29,565891.5,689922.5,0,0,0.009,0.01,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,3,2,0,udp,dns,CON,0
0.005638,22,24,2054,2478,7981.553616,31,29,2782547.0,3369989.25,6,6,0.251429,0.219261,15.342218,13.018321,255,2443252898,2443555744,255,0.000702,0.000586,0.000116,93,103,0,0,1,0,2,1,1,1,0,0,0,2,4,0,tcp,-,FIN,0
0.389474,8,12,424,8824,48.783744,31,29,7620.53418,166152.2969,1,4,55.595287,35.355546,3297.804933,2622.281017,255,2617658991,1243822927,255,0.000748,0.00056,0.000188,53,735,0,0,5,0,4,1,1,6,0,0,0,6,3,0,tcp,ftp-data,FIN,0
0.025642,48,50,2958,32642,3782.856231,31,29,903829.625,9980501.0,7,18,0.538043,0.512204,31.184404,29.964606,255,2974683168,2999585195,255,0.00068,0.000538,0.000142,62,653,0,0,5,0,1,1,1,1,0,0,0,3,7,0,tcp,-,FIN,0
1.005751,12,18,1580,10168,28.834174,31,29,11525.71582,76392.66406,3,5,91.400724,59.127291,9530.369128,7675.827872,255,467835893,2614289321,255,0.000716,0.000582,0.000134,132,565,1,3924,2,0,1,1,1,1,0,0,1,4,2,0,tcp,http,FIN,0
0.043152,48,50,2958,33044,2247.867962,31,29,537078.25,6003707.5,7,18,0.950844,0.869633,68.134043,66.381903,255,4202505704,2107290609,255,0.000663,0.000538,0.000125,62,661,0,0,5,0,7,1,1,4,0,0,0,2,9,0,tcp,-,FIN,0
0.048922,68,70,4014,59460,2800.37619,31,29,646743.8125,9584400.0,7,28,0.725552,0.701188,43.099298,42.77916,255,564159844,577630498,255,0.000671,0.000536,0.000135,59,849,0,0,17,0,5,1,1,4,0,0,0,4,7,0,tcp,-,FIN,0
0.001048,2,2,146,178,2862.595564,31,29,557251.9375,679389.375,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,3,1,1,0,0,0,5,2,0,udp,dns,CON,0
0.053663,32,24,3728,5474,1024.914737,31,29,538471.5625,782065.875,7,7,1.788767,2.302652,156.770654,5.312066,255,2904249657,2908751892,255,0.000698,0.000573,0.000125,117,228,0,0,1,0,3,1,1,2,0,0,0,4,1,0,tcp,ssh,FIN,0
0.001691,4,4,528,304,4139.562502,31,29,1873447.75,1078651.75,0,0,0.441667,0.211333,0.618248,0.292514,0,0,0,0,0.0,0.0,0.0,132,76,0,0,9,0,6,1,1,5,0,0,0,6,8,0,udp,-,CON,0
1.005732,14,18,1684,10168,30.823319,31,29,12440.68945,76394.10156,3,5,77.335154,59.126529,8765.823089,7674.830451,255,3092828521,948474203,255,0.00071,0.000578,0.000132,120,565,1,3924,1,0,3,1,1,2,0,0,1,5,2,0,tcp,http,FIN,0
50.904377,3,3,84,138,0.098223,0,0,8.800815,14.458482,0,0,25451.68,25451.668,0.0,7.202604,0,0,0,0,0.0,0.0,0.0,28,46,0,0,2,0,2,2,2,2,0,0,0,2,2,0,arp,-,CON,0
0.156699,84,86,4862,77276,1078.500808,31,29,245311.0781,3899348.5,7,36,1.884024,1.836588,96.766959,96.132691,255,1754436681,3954320969,255,0.001595,0.000585,0.00101,58,899,0,0,3,0,2,1,1,1,0,0,0,4,3,0,tcp,-,FIN,0
0.001908,4,4,544,304,3668.763148,31,29,1710691.875,955974.875,0,0,0.500667,0.221667,0.702392,0.306416,0,0,0,0,0.0,0.0,0.0,136,76,0,0,6,0,4,1,1,3,0,0,0,4,6,0,udp,-,CON,0
1.09953,14,6,8928,320,17.280111,31,29,60323.95703,1942.648315,4,1,84.579229,219.592,7165.701655,293.415844,255,966753896,2408760747,255,0.00057,0.000446,0.000124,638,53,0,0,3,0,4,1,1,5,0,0,0,3,3,0,tcp,ftp-data,FIN,0
3e-06,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,3,3,2,7,0,0,0,3,7,0,udp,-,INT,0
0.050977,72,74,4238,63878,2844.420083,31,29,655982.125,9889166.0,7,30,0.713451,0.690178,47.908804,48.104581,255,2342009393,196942942,255,0.000747,0.000583,0.000164,59,863,0,0,4,0,2,1,1,1,0,0,0,2,8,0,tcp,-,FIN,0
0.006614,22,24,2054,2478,6803.749549,31,29,2371938.25,2872694.25,6,6,0.298143,0.262696,18.877493,14.752968,255,661811649,2808073785,255,0.000717,0.000571,0.000146,93,103,0,0,12,0,1,1,1,2,0,0,0,1,1,0,tcp,-,FIN,0
0.460635,10,6,652,268,32.563743,254,252,10194.62207,3890.281738,2,1,44.985444,78.557203,2493.315326,115.689937,255,1769686007,2988139128,255,0.136319,0.06784,0.068479,65,45,0,0,6,1,4,3,2,7,0,0,0,3,6,0,tcp,-,FIN,0
4.622908,442,858,24848,1094788,280.991957,31,29,42902.86328,1892337.875,38,390,10.529834,5.393644,4519.556764,3233.657758,255,467116080,2631614999,255,0.000694,0.000551,0.000143,56,1276,0,0,9,0,3,2,1,2,0,0,0,6,5,0,tcp,-,FIN,0
1.060472,14,18,1684,10168,29.232266,31,29,11798.51953,72450.75781,3,5,81.546536,62.350059,8786.823615,7694.220426,255,333914845,2480308597,255,0.000648,0.000516,0.000132,120,565,1,3924,3,0,5,1,1,1,0,0,1,6,4,0,tcp,http,FIN,0
0.031204,64,66,3806,52014,4134.085358,31,29,960646.0625,13133188.0,7,26,0.487889,0.472754,28.511361,28.849654,255,2402613984,2427943323,255,0.000607,0.000471,0.000136,59,788,0,0,11,0,4,1,1,1,0,0,0,7,2,0,tcp,-,FIN,0
0.034784,38,40,2438,19266,2213.66143,31,29,545998.125,4320377.0,7,13,0.931162,0.875385,63.224222,60.985701,255,2261146664,2286202730,255,0.000763,0.000641,0.000122,64,482,0,0,3,0,2,1,1,1,0,0,0,3,4,0,tcp,-,FIN,0
0.001068,2,2,132,164,2808.988808,31,29,494382.0313,614232.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,8,0,1,1,1,2,0,0,0,1,9,0,udp,dns,CON,0
0.989551,10,6,534,268,15.15839,254,252,3888.632324,1810.922363,2,1,106.538667,174.710797,5888.547366,304.033594,255,833111629,2579614990,255,0.217319,0.115994,0.101325,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,tcp,-,FIN,0
0.401968,10,6,600,268,37.316403,254,252,10747.12402,4458.066406,2,1,43.082444,60.276602,2388.477962,93.900766,255,3373702635,2526993250,255,0.141617,0.100579,0.041038,60,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,tcp,-,FIN,0
0.001084,2,2,146,178,2767.527704,31,29,538745.375,656826.5625,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,1,0,0,0,2,2,0,udp,dns,CON,0
0.551277,6,2,978,86,12.697791,62,252,11827.08594,624.005737,2,1,110.2554,0.002,6377.02269,0.0,255,162517594,1990295988,255,0.436016,0.225085,0.210931,163,43,0,0,5,3,2,2,1,5,0,0,0,2,5,0,tcp,-,CON,0
0.868907,10,8,808,1248,19.56481,62,252,6702.673828,10054.01074,2,2,92.087778,113.51643,4844.735696,172.080016,255,1515653962,1768133874,255,0.116013,0.074284,0.041729,81,156,1,222,3,1,1,1,1,3,0,0,1,2,3,0,tcp,http,FIN,0
1.004987,12,18,1580,10168,28.856095,31,29,11534.47754,76450.74219,3,4,91.330639,59.085354,9529.141109,7673.164375,255,253936415,2400389079,255,0.000673,0.000531,0.000142,132,565,1,0,1,0,1,1,1,2,0,0,1,3,1,0,tcp,http,FIN,0
1.140828,10,8,530,354,14.901457,254,252,3344.938965,2173.859619,2,1,126.758667,148.068281,6977.42213,272.631281,255,3038308056,2034584377,255,0.161228,0.103429,0.057799,53,44,0,0,1,1,4,1,1,2,0,0,0,3,3,0,tcp,-,FIN,0
0.356368,8,12,424,8824,53.315673,31,29,8328.469727,181587.5625,1,4,50.865285,32.355364,3004.097458,2387.514997,255,2564790092,3421571210,255,0.000577,0.000456,0.000121,53,735,0,0,6,0,6,1,1,8,0,0,0,5,9,0,tcp,ftp-data,FIN,0
0.0,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.784,0.0,10.954522,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,arp,-,INT,0
0.448687,6,2,998,86,15.601076,62,252,14834.39453,766.681458,2,1,89.7374,0.009,5519.371401,0.0,255,2184454087,2286031909,255,0.385115,0.130554,0.254561,166,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,tcp,-,CON,0
0.750036,10,8,2516,354,22.665579,254,252,24158.83984,3306.508057,2,1,83.337333,93.530141,4453.334977,201.846531,255,4159628126,2080865997,255,0.134172,0.067627,0.066545,252,44,0,0,8,1,1,1,1,5,0,0,0,1,5,0,tcp,-,FIN,0
0.985986,228,438,13142,548216,674.451771,31,29,106167.8359,4437913.0,21,197,4.380782,2.255167,1290.428986,924.710348,255,3776127119,1635296330,255,0.000598,0.000475,0.000123,58,1252,0,0,15,0,2,2,1,8,0,0,0,8,11,0,tcp,-,FIN,0
0.426118,10,8,534,354,39.895054,254,252,9030.362305,5819.984375,2,1,46.657444,53.335285,3169.985634,111.526414,255,1741577461,3258755425,255,0.09679,0.052763,0.044027,53,44,0,0,6,1,2,2,1,6,0,0,0,2,6,0,tcp,-,FIN,0
0.468995,22,24,1958,2308,95.949849,31,29,31880.9375,37731.74609,6,6,22.31681,20.364434,1256.94525,1201.632941,255,510438552,510739670,255,0.000752,0.000605,0.000147,89,96,0,0,6,0,1,1,1,2,0,0,0,4,5,0,tcp,-,FIN,0
0.794858,10,8,794,1078,21.387469,62,252,7196.253906,9501.068359,2,2,88.317556,99.64643,5162.803028,201.627391,255,1705655325,1608678222,255,0.169436,0.096651,0.072785,79,135,1,137,2,1,2,1,1,2,0,0,1,1,2,0,tcp,http,FIN,0
0.532333,6,2,1012,86,13.149663,62,252,12683.79004,646.212036,2,1,106.4666,0.001,6752.504559,0.0,255,3649355358,3044606519,255,0.473952,0.125232,0.34872,169,43,0,0,4,3,1,1,1,3,0,0,0,1,3,0,tcp,-,CON,0
1e-05,2,0,358,0,100000.0025,254,0,143200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,179,0,0,0,6,2,2,3,1,5,0,0,0,3,5,0,udp,-,INT,0
0.448898,52,40,37232,3276,202.718663,31,29,650767.0,56939.44141,18,8,8.795196,11.497,880.23872,30.222326,255,689931319,2836281649,255,0.000638,0.000511,0.000127,716,82,0,0,1,0,2,1,1,1,0,0,0,9,1,0,tcp,smtp,FIN,0
0.010857,34,36,2230,13500,6355.346772,31,29,1595284.125,9671180.0,7,11,0.319424,0.291457,19.753974,17.516713,255,2704919472,555658716,255,0.000775,0.000648,0.000127,66,375,0,0,2,0,3,1,1,2,0,0,0,2,15,0,tcp,-,FIN,0
0.078384,4,4,568,304,89.303943,31,29,43478.26172,23270.05664,0,0,21.016334,24.02,29.713098,33.960926,0,0,0,0,0.0,0.0,0.0,142,76,0,0,26,0,6,1,1,3,0,0,0,6,7,0,udp,-,CON,0
0.036815,30,42,2302,34406,1928.561789,31,29,483715.9063,7298547.0,5,15,1.258379,0.886024,69.74965,62.480941,255,4070305415,1928390520,255,0.000624,0.000486,0.000138,77,819,0,0,8,0,12,6,1,8,0,0,0,9,13,0,tcp,-,FIN,0
0.606296,10,6,588,268,24.740391,254,252,6993.283691,2955.6521,2,1,61.222778,102.566398,3217.995165,133.740688,255,4232813659,360352096,255,0.204129,0.093457,0.110672,59,45,0,0,2,1,1,1,1,2,0,0,0,1,5,0,tcp,-,FIN,0
0.902745,10,10,838,1248,21.046918,62,252,6690.70459,9960.730469,2,2,100.305,92.499664,7296.285625,155.460938,255,1751615164,1823855210,255,0.069372,0.051421,0.017951,84,125,0,0,2,1,1,1,1,3,0,0,0,13,2,0,tcp,http,FIN,0
0.894556,16,18,1540,1644,36.88981,31,29,12913.66895,13888.4541,4,4,59.615666,52.558648,4805.701281,144.399484,255,2839132766,2894639955,255,0.001222,0.00105,0.000172,96,91,0,0,12,0,21,10,1,7,0,0,0,11,19,0,tcp,-,FIN,0
0.253582,6,2,998,86,27.604483,62,252,26247.91992,1356.56311,2,1,50.7164,0.006,3149.017051,0.0,255,1211703037,4077820197,255,0.220176,0.17366,0.046516,166,43,0,0,5,3,4,3,1,5,0,0,0,4,5,0,tcp,-,CON,0
0.005887,18,18,3936,2456,5945.303321,31,29,5052488.5,3152709.5,7,7,0.326824,0.317235,18.541504,0.441103,255,1300381345,1304932266,255,0.000611,0.000491,0.00012,219,136,0,0,3,0,7,1,1,4,0,0,0,3,9,0,tcp,-,FIN,0
0.001078,2,2,146,178,2782.931502,31,29,541744.0,660482.4375,0,0,0.015,0.014,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,2,1,4,0,0,0,3,1,0,udp,dns,CON,0
7.554888,8,10,1052,824,2.250199,31,29,975.262695,785.716492,2,2,1258.953479,839.365437,97062.39088,2370.24775,255,2857388530,713105728,255,0.000766,0.000595,0.000171,132,82,1,83,2,0,1,2,1,1,0,0,1,2,1,0,tcp,http,FIN,0
0.976984,14,10,774,556,23.541838,254,252,5887.506836,4102.421387,4,3,72.436613,103.962781,4450.771789,165.587719,255,3142032076,3561290049,255,0.086657,0.041315,0.045342,55,56,0,0,2,1,1,1,1,2,0,0,0,1,2,0,tcp,-,FIN,0
0.004659,22,14,1470,1728,7512.341942,31,29,2410817.75,2755956.25,5,4,0.221857,0.301769,13.822885,0.39992,255,2814838216,669751717,255,0.000753,0.00061,0.000143,67,123,0,0,7,0,1,1,1,2,0,0,0,6,3,0,tcp,-,FIN,0
0.013929,34,36,2230,13500,4953.693688,31,29,1243448.875,7538229.5,7,11,0.438484,0.3796,28.712118,26.803506,255,3152532945,1003269182,255,0.000802,0.000634,0.000168,66,375,0,0,6,0,2,1,1,2,0,0,0,2,4,0,tcp,-,FIN,0
0.752441,10,6,526,268,19.935118,254,252,5039.597656,2381.582031,2,1,77.285444,137.624406,4621.63006,229.589547,255,3223694261,175882423,255,0.1375,0.064318,0.073182,53,45,0,0,5,1,3,3,1,4,0,0,0,3,4,0,tcp,-,FIN,0
0.916696,6,2,1012,86,7.636119,62,252,7365.58252,375.260712,2,1,183.3392,0.006,10452.19844,0.0,255,293382092,4159603079,255,0.207061,0.075439,0.131622,169,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,tcp,-,CON,0
6e-06,2,0,90,0,166666.6608,254,0,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,13,6,2,1,1,11,0,0,0,3,11,0,tcp,-,REQ,0
0.449953,24,20,2158,1918,95.565539,31,29,36786.06641,32412.27539,6,5,19.563175,23.45442,1277.445296,1407.652871,255,1254959053,3404862450,255,0.000765,0.000617,0.000148,90,96,0,0,9,0,1,1,1,1,0,0,0,3,5,0,tcp,-,FIN,0
0.154917,84,86,4862,77276,1090.906731,31,29,248132.875,3944202.25,7,36,1.86253,1.817129,101.766716,101.218939,255,2314215650,215932561,255,0.00058,0.000458,0.000122,58,899,0,0,13,0,2,1,1,1,0,0,0,9,8,0,tcp,-,FIN,0
0.001078,2,2,146,178,2782.931502,31,29,541744.0,660482.4375,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,1,0,0,0,2,3,0,udp,dns,CON,0
0.001074,2,2,146,178,2793.296014,31,29,543761.625,662942.25,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,10,0,2,2,1,1,0,0,0,4,8,0,udp,-,CON,0
1.563125,10,6,2516,268,9.596161,254,252,11592.16309,1146.421387,2,1,165.700556,285.340813,8876.56123,444.033687,255,3602835080,3408398541,255,0.334593,0.136413,0.19818,252,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,tcp,-,FIN,0
0.113008,52,46,3198,32830,858.346312,31,30,222072.7813,2273609.0,7,17,2.215843,2.493311,195.049091,197.763425,255,288455696,339998214,255,0.000704,0.000556,0.000148,62,714,0,0,9,0,3,1,1,1,0,0,0,3,3,0,tcp,-,CON,0
0.001076,2,2,146,178,2788.103975,31,29,542750.9375,661710.0,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,3,1,1,1,0,0,0,2,5,0,udp,dns,CON,0
1.25935,10,8,588,354,13.499028,254,252,3366.816406,1969.269897,2,1,136.117222,169.162719,7989.941673,342.189406,255,1273746786,1906941068,255,0.160611,0.075203,0.085408,59,44,0,0,2,1,2,1,1,1,0,0,0,2,1,0,tcp,-,FIN,0
0.001055,2,2,130,162,2843.601894,31,29,492891.0,614218.0,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,2,1,1,2,0,0,0,2,1,0,udp,dns,CON,0
0.142252,6,2,986,86,49.208448,62,252,46227.82031,2418.243652,2,1,28.4504,0.009,1847.21361,0.0,255,191421407,1162620183,255,0.130056,0.068394,0.061662,164,43,0,0,11,3,6,6,1,11,0,0,0,6,11,0,tcp,-,CON,0
0.187029,4,4,520,304,37.42735,31,29,16681.9043,9752.498047,0,0,57.343,57.994668,81.08818,82.014727,0,0,0,0,0.0,0.0,0.0,130,76,0,0,10,0,5,1,1,4,0,0,0,3,6,0,udp,-,CON,0
0.691785,60,62,3598,48710,174.90984,31,29,40926.01172,554218.4375,7,24,11.719949,11.330705,943.058525,928.066539,255,1918608727,1918944154,255,0.000756,0.000611,0.000145,60,786,0,0,3,0,5,1,1,1,0,0,0,1,7,0,tcp,-,FIN,0
0.018793,16,18,1540,1644,1755.972977,31,29,614696.9375,661097.25,4,4,1.232133,1.078471,75.385831,2.144861,255,3694632476,3695581815,255,0.000571,0.000454,0.000117,96,91,0,0,14,0,6,12,1,6,0,0,0,16,11,0,tcp,-,FIN,0
0.004331,4,4,568,312,1616.254851,31,29,786885.25,432232.7188,0,0,1.169,0.981667,1.643318,1.383336,0,0,0,0,0.0,0.0,0.0,142,78,0,0,7,0,6,1,1,3,0,0,0,6,5,0,udp,-,CON,0
0.001083,2,2,146,178,2770.083151,31,29,539242.875,657433.0625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,2,1,1,1,0,0,0,1,4,0,udp,dns,CON,0
1e-05,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,8,8,1,34,0,0,0,8,34,0,udp,-,INT,0
1.00586,12,18,1580,10168,28.831051,31,29,11524.4668,76384.39063,3,5,91.408276,59.136704,9530.037855,7674.355644,255,1795374791,1796440677,255,0.000695,0.000532,0.000163,132,565,1,3924,2,0,3,2,1,2,0,0,1,4,1,0,tcp,http,FIN,0
0.929395,60,14,68193,612,78.545719,254,252,577209.875,4897.80957,27,1,15.417898,66.582539,1530.747562,78.344484,255,3097599058,72617582,255,0.116761,0.063819,0.052942,1137,44,1,0,3,1,2,1,1,3,0,0,1,1,3,0,tcp,http,FIN,0
0.00108,2,2,146,178,2777.777885,31,29,540740.75,659259.3125,0,0,0.004,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,2,1,2,0,0,0,2,4,0,udp,dns,CON,0
0.034641,122,126,7818,15180,7130.278866,31,29,1790710.375,3477959.5,30,32,0.303469,0.274944,19.194882,0.425965,255,950867276,3097254279,255,0.000705,0.000545,0.00016,64,120,0,0,5,0,3,1,1,2,0,0,0,2,4,0,tcp,-,FIN,0
0.016795,48,50,2958,33044,5775.52841,31,29,1379934.5,15425543.0,7,18,0.350319,0.34566,19.831769,18.758192,255,649688955,668414563,255,0.000682,0.000544,0.000138,62,661,0,0,5,0,3,1,1,1,0,0,0,5,5,0,tcp,-,FIN,0
0.223188,14,6,8928,320,85.130026,31,29,297184.4375,9570.407227,4,1,17.168307,44.319,1519.420857,64.272813,255,2854275577,1039523275,255,0.001635,0.001472,0.000163,638,53,0,0,3,0,5,1,1,4,0,0,0,3,3,0,tcp,ftp-data,FIN,0
2.398012,112,24,135669,1042,56.296634,254,252,448564.9063,3332.760742,53,1,21.197414,97.650648,2209.98451,131.987172,255,1626365649,574308300,255,0.236401,0.152039,0.084362,1211,43,0,0,1,1,1,1,1,1,0,0,0,1,1,0,tcp,-,FIN,0
0.001075,2,2,146,178,2790.69758,31,29,543255.8125,662325.5625,0,0,0.007,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,3,1,1,1,0,0,0,4,1,0,udp,dns,CON,0
