duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type,service,flag,is_anomaly
0,1050,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,92,0.47,0.12,0.02,0.02,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
404,674,99836,0,0,0,0,0,1,7,0,1,6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,34,0.13,0.06,0.0,0.0,0.64,0.38,0.03,0.12,tcp,telnet,SF,0
0,5173,7962,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,88,9,0.1,0.06,0.01,0.0,0.02,0.22,0.0,0.0,tcp,telnet,S1,0
0,44,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,44,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,197,0.0,0.0,0.0,0.0,0.99,0.01,0.0,87,54,0.62,0.02,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,234,338,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
461,453,15350,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,96,0.38,0.02,0.0,0.0,0.61,0.79,0.0,0.01,tcp,telnet,SF,0
0,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,208,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,2826,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,116,0.45,0.03,0.0,0.0,0.01,0.01,0.0,0.0,tcp,smtp,SF,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204,204,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,icmp,ecr_i,SF,0
0,224,1705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,20,1.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,289,810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,252,71,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
60,84,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.02,0.0,0.0,0.0,0.0,0.78,0.0,tcp,telnet,SF,0
0,156,6046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,3,231,1.0,0.0,0.33,0.06,0.33,0.0,0.0,0.0,tcp,http,SF,0
0,231,1902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,102,0.4,0.02,0.4,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,228,20080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,tcp,http,SF,0
0,45,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,125,0.0,0.0,0.0,0.0,1.0,0.0,0.02,176,122,0.69,0.02,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,329,2126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,tcp,http,SF,0
0,308,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,227,0.89,0.02,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,85,21,0.25,0.06,0.01,0.0,0.04,0.14,0.0,0.0,tcp,ftp,S1,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,209,43,0.21,0.03,0.21,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,5891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,81,0.32,0.02,0.32,0.0,0.0,0.0,0.03,0.0,tcp,ftp_data,SF,0
0,324,3751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,189,9345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,250,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,300,1441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,251,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,197,0.77,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,218,14686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,352,2251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,21,0.0,0.0,0.0,0.0,1.0,0.0,0.24,147,219,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,290,7308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,38,0.0,0.0,0.0,0.0,1.0,0.0,0.08,101,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,177,987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
1,846,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72,196,0.74,0.06,0.01,0.02,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,211,24572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,296,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,291,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,123,1.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0,tcp,http,SF,0
0,194,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
2,8,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5,0.03,0.07,0.01,0.4,0.0,0.0,0.0,0.0,tcp,finger,SF,0
0,326,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,88,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,44,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,1171,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,196,171,0.76,0.03,0.01,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,286,2866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,233,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,214,0.84,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.14,0.29,0.0,255,219,0.86,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,private,SF,0
1,763,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,87,169,0.74,0.03,0.01,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,299,1115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,57,0.0,0.0,0.0,0.0,1.0,0.0,0.09,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,tcp,http,SF,0
0,238,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,162,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,222,768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,67,0.0,0.0,0.0,0.0,1.0,0.0,0.03,207,148,0.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,219,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,153,1.0,0.0,0.02,0.02,0.0,0.0,0.06,0.03,tcp,http,SF,0
0,221,592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,68,255,1.0,0.0,0.01,0.13,0.0,0.0,0.44,0.75,tcp,http,SF,0
3,899,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14,137,0.86,0.21,0.07,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,284,2039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,36,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,345,1834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,23,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,322,2307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,255,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,183,5080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,147,209,0.9,0.01,0.9,0.01,0.0,0.0,0.07,0.0,udp,domain_u,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10,10,1.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,tcp,other,REJ,0
1,660,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,107,0.42,0.03,0.0,0.0,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,72,0.0,0.0,0.0,0.0,1.0,0.0,0.03,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,18,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,tcp,time,SF,0
0,230,3244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,23,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.14,0.29,0.0,255,4,0.02,0.01,0.15,0.0,0.0,0.0,0.0,0.0,icmp,eco_i,SF,0
0,241,4137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.2,0.4,0.0,255,41,0.16,0.01,0.16,0.0,0.0,0.0,0.0,0.0,icmp,urp_i,SF,0
0,807,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213,175,0.65,0.04,0.0,0.01,0.0,0.01,0.0,0.0,tcp,smtp,SF,0
0,285,1764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,233,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,255,1.0,0.0,0.04,0.03,0.0,0.01,0.0,0.0,tcp,http,SF,0
0,252,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.17,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,297,1768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,30,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,297,1423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,355,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,344,2667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,215,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,7,0.5,0.14,0.5,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,209,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,95,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,166,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,128,118,0.39,0.05,0.02,0.02,0.02,0.02,0.01,0.01,tcp,smtp,S0,0
0,44,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,197,0.0,0.0,0.0,0.0,0.99,0.02,0.01,255,219,0.86,0.02,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.6,255,245,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,318,10976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,15,0.0,0.0,0.0,0.0,1.0,0.0,0.33,18,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,501760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,48,0.4,0.03,0.4,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,21,255,1.0,0.0,0.05,0.15,0.0,0.0,1.0,1.0,tcp,http,REJ,0
0,37,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,255,238,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
23,283,903,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248,66,0.27,0.29,0.0,0.0,0.0,0.0,0.26,0.02,tcp,ftp,SF,0
0,332,2232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,775,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,255,133,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,185,0.0,0.0,0.0,0.0,0.99,0.01,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,297,1531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,45,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,171,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,251,1007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,72,182,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,202,665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,317,1587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,325,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,2553,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,168,0.66,0.06,0.0,0.0,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,84,0.35,0.04,0.35,0.02,0.0,0.0,0.02,0.0,tcp,ftp_data,SF,0
0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,5,0.42,0.25,0.42,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,219,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,20,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,334,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,230,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,217,3669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,49,1.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,119,0.0,0.0,0.0,0.0,0.99,0.02,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,203,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,280,3727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,161,1183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,314,1961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,18,0.0,0.0,0.0,0.0,1.0,0.0,0.17,16,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
22,1114,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153,171,0.71,0.03,0.01,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
